User,Pts,Player,Team,POS,Player,Team,POS,Player,Team,POS,Player,Team,POS,Player,Team,POS,Player,Team,POS,Player,Team,POS,Player,Team,POS,Player,Team,POS,Player,Team,POS,Player,Team,POS,Player,Team,POS
Windsortitan84 (8),126.72,Aaron Rodgers,GB,QB,Jalen Hurts,PHI,QB,Ryan Tannehill,TEN,QB,AJ Dillon,GB,RB,Aaron Jones,GB,RB,Derrick Henry,TEN,RB,Allen Lazard,GB,WR,Davante Adams,GB,WR,Deebo Samuel,SF,WR,Julio Jones,TEN,WR,George Kittle,SF,TE,Marcedes Lewis,GB,TE
TheZach10 (25),126.68,Aaron Rodgers,GB,QB,Mac Jones,NE,QB,Damien Harris,NE,RB,Derrick Henry,TEN,RB,Leonard Fournette,TB,RB,Allen Lazard,GB,WR,Cooper Kupp,LAR,WR,Keenan Allen,LAC,WR,Marquez Valdes-Scantling,GB,WR,Michael Pittman,IND,WR,Anthony Firkser,TEN,TE,Hunter Henry,NE,TE
BEASTMODEGARCIA,126.62,Aaron Rodgers,GB,QB,Matthew Stafford,LAR,QB,AJ Dillon,GB,RB,Aaron Jones,GB,RB,Alvin Kamara,NO,RB,Dalvin Cook,MIN,RB,DeVonta Smith,PHI,WR,Justin Jefferson,MIN,WR,Marquez Valdes-Scantling,GB,WR,Michael Pittman,IND,WR,Marcedes Lewis,GB,TE,Rob Gronkowski,TB,TE
Topgun322,126.5,Aaron Rodgers,GB,QB,Ryan Tannehill,TEN,QB,AJ Dillon,GB,RB,Austin Ekeler,LAC,RB,Ezekiel Elliott,DAL,RB,Antonio Brown,TB,WR,Davante Adams,GB,WR,Deebo Samuel,SF,WR,Odell Beckham,LAR,WR,Stefon Diggs,BUF,WR,Marcedes Lewis,GB,TE,Tyler Higbee,LAR,TE
Bcrew82,126.48,Aaron Rodgers,GB,QB,Joe Burrow,CIN,QB,Alvin Kamara,NO,RB,Derrick Henry,TEN,RB,Ronald Jones,TB,RB,Amari Cooper,DAL,WR,Byron Pringle,KC,WR,Deebo Samuel,SF,WR,Justin Jefferson,MIN,WR,Keenan Allen,LAC,WR,Jared Cook,LAC,TE,Mark Andrews,BAL,TE
asepulveda5 (8),126.46,Dak Prescott,DAL,QB,Justin Herbert,LAC,QB,Chase Edmonds,ARI,RB,Elijah Mitchell,SF,RB,Tony Pollard,DAL,RB,Amari Cooper,DAL,WR,Cedrick Wilson,DAL,WR,Keenan Allen,LAC,WR,Mike Williams,LAC,WR,Stefon Diggs,BUF,WR,Dalton Schultz,DAL,TE,Dawson Knox,BUF,TE
sophiagrace (31),126.46,Dak Prescott,DAL,QB,Mac Jones,NE,QB,Cam Akers,LAR,RB,Clyde Edwards-Helaire,KC,RB,Damien Harris,NE,RB,Ezekiel Elliott,DAL,RB,A.J. Green,ARI,WR,Cedrick Wilson,DAL,WR,CeeDee Lamb,DAL,WR,Cooper Kupp,LAR,WR,Tyler Higbee,LAR,TE,Zach Ertz,ARI,TE
koooob (16),126.38,Tom Brady,TB,QB,Clyde Edwards-Helaire,KC,RB,Derrick Henry,TEN,RB,Jonathan Taylor,IND,RB,A.J. Green,ARI,WR,Breshad Perriman,TB,WR,Christian Kirk,ARI,WR,Cyril Grayson,TB,WR,Julio Jones,TEN,WR,Michael Pittman,IND,WR,T.Y. Hilton,IND,WR,Travis Kelce,KC,TE
scottnyland (3),125.9,Joe Burrow,CIN,QB,Ryan Tannehill,TEN,QB,Tom Brady,TB,QB,Cam Akers,LAR,RB,Clyde Edwards-Helaire,KC,RB,Derrick Henry,TEN,RB,A.J. Green,ARI,WR,Allen Lazard,GB,WR,Davante Adams,GB,WR,Jakobi Meyers,NE,WR,Tee Higgins,CIN,WR,Tyler Higbee,LAR,TE
redeemedwarriors (48),125.7,Aaron Rodgers,GB,QB,AJ Dillon,GB,RB,Aaron Jones,GB,RB,Chase Edmonds,ARI,RB,Devin Singletary,BUF,RB,Allen Lazard,GB,WR,Cole Beasley,BUF,WR,Emmanuel Sanders,BUF,WR,Marquez Valdes-Scantling,GB,WR,Stefon Diggs,BUF,WR,Tyler Boyd,CIN,WR,Josiah Deguara,GB,TE
Rhino19 (4),125.66,Dak Prescott,DAL,QB,Kyler Murray,ARI,QB,Damien Harris,NE,RB,Sony Michel,LAR,RB,Tony Pollard,DAL,RB,A.J. Brown,TEN,WR,CeeDee Lamb,DAL,WR,DeVonta Smith,PHI,WR,Odell Beckham,LAR,WR,Stefon Diggs,BUF,WR,Dallas Goedert,PHI,TE,Hunter Henry,NE,TE
asepulveda5,125.6,Aaron Rodgers,GB,QB,Carson Wentz,IND,QB,Aaron Jones,GB,RB,Austin Ekeler,LAC,RB,Devin Singletary,BUF,RB,Allen Lazard,GB,WR,Amari Cooper,DAL,WR,Davante Adams,GB,WR,Jaylen Waddle,MIA,WR,Michael Pittman,IND,WR,George Kittle,SF,TE,Marcedes Lewis,GB,TE
rodd3399 (2),125.58,Aaron Rodgers,GB,QB,Kyler Murray,ARI,QB,Ezekiel Elliott,DAL,RB,James Conner,ARI,RB,Jonathan Taylor,IND,RB,Allen Lazard,GB,WR,Cole Beasley,BUF,WR,Deebo Samuel,SF,WR,Ja'Marr Chase,CIN,WR,Marquez Valdes-Scantling,GB,WR,Hunter Henry,NE,TE,Tyler Higbee,LAR,TE
taitkeya1 (7),125.58,Kyler Murray,ARI,QB,Ryan Tannehill,TEN,QB,Aaron Jones,GB,RB,Clyde Edwards-Helaire,KC,RB,Derrick Henry,TEN,RB,A.J. Brown,TEN,WR,Breshad Perriman,TB,WR,Christian Kirk,ARI,WR,Davante Adams,GB,WR,Diontae Johnson,PIT,WR,Marcedes Lewis,GB,TE,Zach Ertz,ARI,TE
Buknasty87,125.5,Carson Wentz,IND,QB,Lamar Jackson,BAL,QB,Ryan Tannehill,TEN,QB,Aaron Jones,GB,RB,Jonathan Taylor,IND,RB,A.J. Brown,TEN,WR,Amari Cooper,DAL,WR,Davante Adams,GB,WR,Marquez Valdes-Scantling,GB,WR,Odell Beckham,LAR,WR,Josiah Deguara,GB,TE,Mark Andrews,BAL,TE
redeemedwarriors (38),125.38,Kyler Murray,ARI,QB,Mac Jones,NE,QB,AJ Dillon,GB,RB,Aaron Jones,GB,RB,Damien Harris,NE,RB,James Conner,ARI,RB,Allen Lazard,GB,WR,Davante Adams,GB,WR,Jakobi Meyers,NE,WR,Kendrick Bourne,NE,WR,Marquez Valdes-Scantling,GB,WR,Hunter Henry,NE,TE
koooob (77),125.04,Dak Prescott,DAL,QB,Derek Carr,LV,QB,Ezekiel Elliott,DAL,RB,Najee Harris,PIT,RB,Tony Pollard,DAL,RB,Amari Cooper,DAL,WR,Cedrick Wilson,DAL,WR,CeeDee Lamb,DAL,WR,Hunter Renfrow,LV,WR,Zay Jones,LV,WR,Darren Waller,LV,TE,Travis Kelce,KC,TE
fasman247 (16),125.02,Dak Prescott,DAL,QB,Justin Herbert,LAC,QB,Mac Jones,NE,QB,Tom Brady,TB,QB,Austin Ekeler,LAC,RB,Leonard Fournette,TB,RB,Tony Pollard,DAL,RB,Antonio Brown,TB,WR,Keenan Allen,LAC,WR,Kendrick Bourne,NE,WR,Mike Williams,LAC,WR,Rob Gronkowski,TB,TE
Eaglezzz (40),124.66,Kyler Murray,ARI,QB,Mac Jones,NE,QB,Darrel Williams,KC,RB,Ezekiel Elliott,DAL,RB,Rhamondre Stevenson,NE,RB,A.J. Green,ARI,WR,Amari Cooper,DAL,WR,CeeDee Lamb,DAL,WR,Jakobi Meyers,NE,WR,Tee Higgins,CIN,WR,Travis Kelce,KC,TE,Zach Ertz,ARI,TE
pnkflyd898 (22),124.56,Dak Prescott,DAL,QB,Kyler Murray,ARI,QB,Cam Akers,LAR,RB,Chase Edmonds,ARI,RB,Ezekiel Elliott,DAL,RB,A.J. Green,ARI,WR,CeeDee Lamb,DAL,WR,Christian Kirk,ARI,WR,Cooper Kupp,LAR,WR,DeVonta Smith,PHI,WR,Dalton Schultz,DAL,TE,Zach Ertz,ARI,TE
AverageJoeGibbs (3),124.52,Jalen Hurts,PHI,QB,Ryan Tannehill,TEN,QB,Alvin Kamara,NO,RB,Derrick Henry,TEN,RB,Miles Sanders,PHI,RB,A.J. Brown,TEN,WR,Cole Beasley,BUF,WR,Davante Adams,GB,WR,Marquez Valdes-Scantling,GB,WR,Stefon Diggs,BUF,WR,Anthony Firkser,TEN,TE,Dallas Goedert,PHI,TE
Jdub (21),124.48,Kyler Murray,ARI,QB,Ryan Tannehill,TEN,QB,Clyde Edwards-Helaire,KC,RB,Derrick Henry,TEN,RB,Ezekiel Elliott,DAL,RB,CeeDee Lamb,DAL,WR,Emmanuel Sanders,BUF,WR,Julio Jones,TEN,WR,Marquez Valdes-Scantling,GB,WR,Mike Evans,TB,WR,Cameron Brate,TB,TE,Hunter Henry,NE,TE
Mensaball (5),124.28,Kyler Murray,ARI,QB,Ryan Tannehill,TEN,QB,Chase Edmonds,ARI,RB,Derrick Henry,TEN,RB,Devin Singletary,BUF,RB,Jonathan Taylor,IND,RB,A.J. Brown,TEN,WR,A.J. Green,ARI,WR,Cyril Grayson,TB,WR,Hunter Renfrow,LV,WR,Stefon Diggs,BUF,WR,Hunter Henry,NE,TE
mkmarko (2),124.16,Aaron Rodgers,GB,QB,Kyler Murray,ARI,QB,AJ Dillon,GB,RB,Aaron Jones,GB,RB,Clyde Edwards-Helaire,KC,RB,D'Onta Foreman,TEN,RB,Allen Lazard,GB,WR,Christian Kirk,ARI,WR,Diontae Johnson,PIT,WR,Marquez Valdes-Scantling,GB,WR,Marcedes Lewis,GB,TE,Travis Kelce,KC,TE
m11dubner (6),124.1,Carson Wentz,IND,QB,Ryan Tannehill,TEN,QB,Darrell Henderson,LAR,RB,Ezekiel Elliott,DAL,RB,Jonathan Taylor,IND,RB,Amari Cooper,DAL,WR,CeeDee Lamb,DAL,WR,Michael Pittman,IND,WR,Odell Beckham,LAR,WR,Tyreek Hill,KC,WR,Dallas Goedert,PHI,TE,Hunter Henry,NE,TE
Hollywood9,123.78,Joe Burrow,CIN,QB,Ryan Tannehill,TEN,QB,Aaron Jones,GB,RB,Chase Edmonds,ARI,RB,D'Onta Foreman,TEN,RB,Christian Kirk,ARI,WR,Davante Adams,GB,WR,Julio Jones,TEN,WR,Tee Higgins,CIN,WR,Van Jefferson,LAR,WR,Anthony Firkser,TEN,TE,Marcedes Lewis,GB,TE
koooob (61),123.76,Dak Prescott,DAL,QB,Taysom Hill,NO,QB,Alvin Kamara,NO,RB,Austin Ekeler,LAC,RB,Tony Pollard,DAL,RB,Brandon Aiyuk,SF,WR,Cedrick Wilson,DAL,WR,CeeDee Lamb,DAL,WR,Davante Adams,GB,WR,Deebo Samuel,SF,WR,Dalton Schultz,DAL,TE,George Kittle,SF,TE
Jburrier04,123.64,Dak Prescott,DAL,QB,Kyler Murray,ARI,QB,Ezekiel Elliott,DAL,RB,Sony Michel,LAR,RB,Tony Pollard,DAL,RB,Amari Cooper,DAL,WR,Breshad Perriman,TB,WR,Cedrick Wilson,DAL,WR,Christian Kirk,ARI,WR,Jakobi Meyers,NE,WR,Dalton Schultz,DAL,TE,Travis Kelce,KC,TE
td20 (13),123.32,Aaron Rodgers,GB,QB,Jalen Hurts,PHI,QB,Cam Akers,LAR,RB,Derrick Henry,TEN,RB,Josh Jacobs,LV,RB,Allen Lazard,GB,WR,CeeDee Lamb,DAL,WR,Cole Beasley,BUF,WR,Tee Higgins,CIN,WR,Tyler Boyd,CIN,WR,Cameron Brate,TB,TE,Zach Ertz,ARI,TE
houseoforange (15),123.1,Derek Carr,LV,QB,AJ Dillon,GB,RB,Ezekiel Elliott,DAL,RB,James Conner,ARI,RB,Najee Harris,PIT,RB,CeeDee Lamb,DAL,WR,Cole Beasley,BUF,WR,Davante Adams,GB,WR,Stefon Diggs,BUF,WR,Zay Jones,LV,WR,Darren Waller,LV,TE,George Kittle,SF,TE
PUNISHER,122.96,Dak Prescott,DAL,QB,Ryan Tannehill,TEN,QB,Damien Harris,NE,RB,Jonathan Taylor,IND,RB,Rhamondre Stevenson,NE,RB,Sony Michel,LAR,RB,Amari Cooper,DAL,WR,Deebo Samuel,SF,WR,Michael Pittman,IND,WR,Mike Williams,LAC,WR,Mark Andrews,BAL,TE,Rob Gronkowski,TB,TE
Brewercory5 (12),122.8,Aaron Rodgers,GB,QB,Justin Herbert,LAC,QB,AJ Dillon,GB,RB,Austin Ekeler,LAC,RB,Tony Pollard,DAL,RB,Byron Pringle,KC,WR,Cole Beasley,BUF,WR,Davante Adams,GB,WR,Julio Jones,TEN,WR,Marquez Valdes-Scantling,GB,WR,Tee Higgins,CIN,WR,Rob Gronkowski,TB,TE
TheSeige (2),122.64,Dak Prescott,DAL,QB,Justin Herbert,LAC,QB,Austin Ekeler,LAC,RB,Damien Harris,NE,RB,Elijah Mitchell,SF,RB,Tony Pollard,DAL,RB,Amari Cooper,DAL,WR,CeeDee Lamb,DAL,WR,Keenan Allen,LAC,WR,Mike Williams,LAC,WR,Hunter Henry,NE,TE,Travis Kelce,KC,TE
Thatphillykid (2),122.6,Aaron Rodgers,GB,QB,Derrick Gore,KC,RB,Ezekiel Elliott,DAL,RB,Jonathan Taylor,IND,RB,A.J. Brown,TEN,WR,Byron Pringle,KC,WR,Marquez Valdes-Scantling,GB,WR,Michael Gallup,DAL,WR,Randall Cobb,GB,WR,Tee Higgins,CIN,WR,Dallas Goedert,PHI,TE,Dalton Schultz,DAL,TE
bricker312 (8),122.38,Aaron Rodgers,GB,QB,Kyler Murray,ARI,QB,AJ Dillon,GB,RB,Cam Akers,LAR,RB,Damien Harris,NE,RB,A.J. Brown,TEN,WR,Antonio Brown,TB,WR,Davante Adams,GB,WR,Jakobi Meyers,NE,WR,Randall Cobb,GB,WR,Hunter Henry,NE,TE,Rob Gronkowski,TB,TE
sophiagrace (20),122.38,Aaron Rodgers,GB,QB,Justin Herbert,LAC,QB,Mac Jones,NE,QB,Austin Ekeler,LAC,RB,Jonathan Taylor,IND,RB,Tony Pollard,DAL,RB,A.J. Brown,TEN,WR,Marquez Valdes-Scantling,GB,WR,Michael Pittman,IND,WR,Mike Evans,TB,WR,Dalton Schultz,DAL,TE,Mark Andrews,BAL,TE
MLBmodel (11),122.28,Kyler Murray,ARI,QB,Ryan Tannehill,TEN,QB,Chase Edmonds,ARI,RB,Derrick Henry,TEN,RB,Tony Pollard,DAL,RB,A.J. Green,ARI,WR,CeeDee Lamb,DAL,WR,Christian Kirk,ARI,WR,Davante Adams,GB,WR,Ja'Marr Chase,CIN,WR,Tee Higgins,CIN,WR,Zach Ertz,ARI,TE
TheZach10 (5),122.22,Dak Prescott,DAL,QB,Tom Brady,TB,QB,Darrel Williams,KC,RB,Derrick Henry,TEN,RB,Ronald Jones,TB,RB,Sony Michel,LAR,RB,A.J. Brown,TEN,WR,Cedrick Wilson,DAL,WR,DeVonta Smith,PHI,WR,Stefon Diggs,BUF,WR,Mark Andrews,BAL,TE,Zach Ertz,ARI,TE
im50tyson (4),122.16,Dak Prescott,DAL,QB,Jalen Hurts,PHI,QB,Mac Jones,NE,QB,Alvin Kamara,NO,RB,Ezekiel Elliott,DAL,RB,Rhamondre Stevenson,NE,RB,CeeDee Lamb,DAL,WR,DeVonta Smith,PHI,WR,Jakobi Meyers,NE,WR,Mike Evans,TB,WR,Tyler Higbee,LAR,TE,Zach Ertz,ARI,TE
fasman247 (7),122,Ryan Tannehill,TEN,QB,Tom Brady,TB,QB,D'Onta Foreman,TEN,RB,Leonard Fournette,TB,RB,Ronald Jones,TB,RB,A.J. Brown,TEN,WR,Antonio Brown,TB,WR,Breshad Perriman,TB,WR,Julio Jones,TEN,WR,Tyler Johnson,TB,WR,Cameron Brate,TB,TE,Geoff Swaim,TEN,TE
Mensaball (8),121.9,Justin Herbert,LAC,QB,Ryan Tannehill,TEN,QB,Damien Harris,NE,RB,Derrick Henry,TEN,RB,Jonathan Taylor,IND,RB,A.J. Brown,TEN,WR,Jakobi Meyers,NE,WR,Keenan Allen,LAC,WR,Kendrick Bourne,NE,WR,Tee Higgins,CIN,WR,George Kittle,SF,TE,Hunter Henry,NE,TE
Rotobowser,121.86,Justin Herbert,LAC,QB,Kyler Murray,ARI,QB,Darrel Williams,KC,RB,Ezekiel Elliott,DAL,RB,Jonathan Taylor,IND,RB,Amari Cooper,DAL,WR,Antoine Wesley,ARI,WR,Byron Pringle,KC,WR,Cedrick Wilson,DAL,WR,CeeDee Lamb,DAL,WR,Christian Kirk,ARI,WR,Travis Kelce,KC,TE
asepulveda5 (19),121.76,Dak Prescott,DAL,QB,Ezekiel Elliott,DAL,RB,Sony Michel,LAR,RB,Tony Pollard,DAL,RB,Amari Cooper,DAL,WR,Cedrick Wilson,DAL,WR,CeeDee Lamb,DAL,WR,Emmanuel Sanders,BUF,WR,Stefon Diggs,BUF,WR,Van Jefferson,LAR,WR,C.J. Uzomah,CIN,TE,Dalton Schultz,DAL,TE
bricker312 (11),121.52,Dak Prescott,DAL,QB,Tom Brady,TB,QB,Clyde Edwards-Helaire,KC,RB,Ezekiel Elliott,DAL,RB,Jonathan Taylor,IND,RB,Emmanuel Sanders,BUF,WR,Jakobi Meyers,NE,WR,Michael Gallup,DAL,WR,T.Y. Hilton,IND,WR,Tyler Boyd,CIN,WR,Dalton Schultz,DAL,TE,Dawson Knox,BUF,TE
Bdoolz90 (8),121.38,Joe Burrow,CIN,QB,Ryan Tannehill,TEN,QB,D'Onta Foreman,TEN,RB,Derrick Henry,TEN,RB,James Conner,ARI,RB,A.J. Brown,TEN,WR,A.J. Green,ARI,WR,Cole Beasley,BUF,WR,Davante Adams,GB,WR,Tee Higgins,CIN,WR,Marcedes Lewis,GB,TE,Zach Ertz,ARI,TE
Thatphillykid (3),121.1,Aaron Rodgers,GB,QB,Carson Wentz,IND,QB,Austin Ekeler,LAC,RB,Ezekiel Elliott,DAL,RB,Davante Adams,GB,WR,Emmanuel Sanders,BUF,WR,Justin Jefferson,MIN,WR,Odell Beckham,LAR,WR,Randall Cobb,GB,WR,Tee Higgins,CIN,WR,Dallas Goedert,PHI,TE,Tyler Higbee,LAR,TE
koooob (34),120.98,Carson Wentz,IND,QB,Taysom Hill,NO,QB,Alvin Kamara,NO,RB,Darrel Williams,KC,RB,Ezekiel Elliott,DAL,RB,Jonathan Taylor,IND,RB,Byron Pringle,KC,WR,Cedrick Wilson,DAL,WR,CeeDee Lamb,DAL,WR,Mecole Hardman,KC,WR,Michael Pittman,IND,WR,Travis Kelce,KC,TE
Mtmutombo (25),120.98,Aaron Rodgers,GB,QB,Jimmy Garoppolo,SF,QB,AJ Dillon,GB,RB,Clyde Edwards-Helaire,KC,RB,Darrel Williams,KC,RB,Derrick Henry,TEN,RB,Allen Lazard,GB,WR,Hunter Renfrow,LV,WR,Marquez Valdes-Scantling,GB,WR,Tyreek Hill,KC,WR,Cameron Brate,TB,TE,Darren Waller,LV,TE
Dsalvoni (4),120.9,Derek Carr,LV,QB,Ryan Tannehill,TEN,QB,Aaron Jones,GB,RB,Ezekiel Elliott,DAL,RB,Tony Pollard,DAL,RB,Allen Lazard,GB,WR,Amari Cooper,DAL,WR,Cedrick Wilson,DAL,WR,CeeDee Lamb,DAL,WR,Davante Adams,GB,WR,Darren Waller,LV,TE,Josiah Deguara,GB,TE
NFLMovingAvg (10),120.76,Dak Prescott,DAL,QB,Kyler Murray,ARI,QB,Derrick Gore,KC,RB,Ezekiel Elliott,DAL,RB,James Conner,ARI,RB,Tony Pollard,DAL,RB,Amari Cooper,DAL,WR,Byron Pringle,KC,WR,CeeDee Lamb,DAL,WR,Mecole Hardman,KC,WR,Dalton Schultz,DAL,TE,Zach Ertz,ARI,TE
Windsortitan84 (10),120.68,Carson Wentz,IND,QB,Kyler Murray,ARI,QB,Clyde Edwards-Helaire,KC,RB,Darrel Williams,KC,RB,James Conner,ARI,RB,Jonathan Taylor,IND,RB,Antoine Wesley,ARI,WR,Byron Pringle,KC,WR,Christian Kirk,ARI,WR,T.Y. Hilton,IND,WR,Tyreek Hill,KC,WR,Zach Ertz,ARI,TE
EliotC,120.66,Dak Prescott,DAL,QB,Justin Herbert,LAC,QB,Aaron Jones,GB,RB,Elijah Mitchell,SF,RB,Jonathan Taylor,IND,RB,Amari Cooper,DAL,WR,Brandon Aiyuk,SF,WR,Keenan Allen,LAC,WR,Michael Pittman,IND,WR,Mike Williams,LAC,WR,George Kittle,SF,TE,Zach Ertz,ARI,TE
dirtroadboys (14),120.66,Dak Prescott,DAL,QB,Damien Harris,NE,RB,Devin Singletary,BUF,RB,Tony Pollard,DAL,RB,A.J. Green,ARI,WR,Amari Cooper,DAL,WR,CeeDee Lamb,DAL,WR,DeVonta Smith,PHI,WR,Stefon Diggs,BUF,WR,Dallas Goedert,PHI,TE,Hunter Henry,NE,TE,Zach Ertz,ARI,TE
dirtroadboys (11),120.48,Justin Herbert,LAC,QB,Ryan Tannehill,TEN,QB,Austin Ekeler,LAC,RB,Chase Edmonds,ARI,RB,Derrick Henry,TEN,RB,James Conner,ARI,RB,A.J. Brown,TEN,WR,A.J. Green,ARI,WR,Christian Kirk,ARI,WR,Keenan Allen,LAC,WR,Travis Kelce,KC,TE,Zach Ertz,ARI,TE
Steviebear (9),120.46,Aaron Rodgers,GB,QB,Dak Prescott,DAL,QB,Darrel Williams,KC,RB,Devin Singletary,BUF,RB,Josh Jacobs,LV,RB,Tony Pollard,DAL,RB,Allen Lazard,GB,WR,Cedrick Wilson,DAL,WR,CeeDee Lamb,DAL,WR,Davante Adams,GB,WR,Blake Jarwin,DAL,TE,Josiah Deguara,GB,TE
asepulveda5 (7),120.06,Dak Prescott,DAL,QB,Justin Herbert,LAC,QB,Austin Ekeler,LAC,RB,Devin Singletary,BUF,RB,Ezekiel Elliott,DAL,RB,Amari Cooper,DAL,WR,Cedrick Wilson,DAL,WR,CeeDee Lamb,DAL,WR,Emmanuel Sanders,BUF,WR,Keenan Allen,LAC,WR,Mike Williams,LAC,WR,Dalton Schultz,DAL,TE
zukie70 (7),120.02,Justin Herbert,LAC,QB,Matthew Stafford,LAR,QB,Aaron Jones,GB,RB,Elijah Mitchell,SF,RB,Jonathan Taylor,IND,RB,Cole Beasley,BUF,WR,DeAndre Hopkins,ARI,WR,Keenan Allen,LAC,WR,Marquez Valdes-Scantling,GB,WR,Mike Williams,LAC,WR,Mark Andrews,BAL,TE,Mo Alie-Cox,IND,TE
redeemedwarriors (40),119.9,Aaron Rodgers,GB,QB,AJ Dillon,GB,RB,Aaron Jones,GB,RB,Damien Harris,NE,RB,Rhamondre Stevenson,NE,RB,Allen Lazard,GB,WR,Davante Adams,GB,WR,Jakobi Meyers,NE,WR,Kendrick Bourne,NE,WR,Marquez Valdes-Scantling,GB,WR,Hunter Henry,NE,TE,Josiah Deguara,GB,TE
Updog (7),119.78,Kyler Murray,ARI,QB,Derrick Henry,TEN,RB,James Conner,ARI,RB,Josh Jacobs,LV,RB,A.J. Green,ARI,WR,CeeDee Lamb,DAL,WR,Christian Kirk,ARI,WR,Davante Adams,GB,WR,Hunter Renfrow,LV,WR,Stefon Diggs,BUF,WR,Dawson Knox,BUF,TE,Zach Ertz,ARI,TE
Slicksta (4),119.7,Aaron Rodgers,GB,QB,Justin Herbert,LAC,QB,Ryan Tannehill,TEN,QB,AJ Dillon,GB,RB,Aaron Jones,GB,RB,Alvin Kamara,NO,RB,Elijah Mitchell,SF,RB,A.J. Brown,TEN,WR,Allen Lazard,GB,WR,Davante Adams,GB,WR,Mike Williams,LAC,WR,Dalton Schultz,DAL,TE
redeemedwarriors (34),119.7,Aaron Rodgers,GB,QB,Ryan Tannehill,TEN,QB,AJ Dillon,GB,RB,D'Onta Foreman,TEN,RB,Devin Singletary,BUF,RB,Allen Lazard,GB,WR,Cole Beasley,BUF,WR,Julio Jones,TEN,WR,Marquez Valdes-Scantling,GB,WR,Stefon Diggs,BUF,WR,Anthony Firkser,TEN,TE,Rob Gronkowski,TB,TE
Barty,119.38,Justin Herbert,LAC,QB,Kyler Murray,ARI,QB,Austin Ekeler,LAC,RB,James Conner,ARI,RB,Jonathan Taylor,IND,RB,Amari Cooper,DAL,WR,Byron Pringle,KC,WR,Cole Beasley,BUF,WR,Mike Williams,LAC,WR,Stefon Diggs,BUF,WR,Dalton Schultz,DAL,TE,George Kittle,SF,TE
Brewercory5 (3),119.28,Aaron Rodgers,GB,QB,Carson Wentz,IND,QB,AJ Dillon,GB,RB,Ezekiel Elliott,DAL,RB,Rhamondre Stevenson,NE,RB,Byron Pringle,KC,WR,CeeDee Lamb,DAL,WR,Marquez Valdes-Scantling,GB,WR,Michael Pittman,IND,WR,Mike Williams,LAC,WR,Marcedes Lewis,GB,TE,Travis Kelce,KC,TE
Mensaball (15),119.26,Dak Prescott,DAL,QB,Jimmy Garoppolo,SF,QB,Ryan Tannehill,TEN,QB,Damien Harris,NE,RB,Devin Singletary,BUF,RB,Ezekiel Elliott,DAL,RB,Amari Cooper,DAL,WR,Brandon Aiyuk,SF,WR,Cedrick Wilson,DAL,WR,CeeDee Lamb,DAL,WR,Stefon Diggs,BUF,WR,Hunter Henry,NE,TE
tutmcgirt (27),119,Justin Herbert,LAC,QB,AJ Dillon,GB,RB,Clyde Edwards-Helaire,KC,RB,Elijah Mitchell,SF,RB,Tony Pollard,DAL,RB,A.J. Green,ARI,WR,Christian Kirk,ARI,WR,Mecole Hardman,KC,WR,Stefon Diggs,BUF,WR,Tyler Boyd,CIN,WR,Dalton Schultz,DAL,TE,Rob Gronkowski,TB,TE
Mikeymeteora,118.74,Aaron Rodgers,GB,QB,Dak Prescott,DAL,QB,Chase Edmonds,ARI,RB,Clyde Edwards-Helaire,KC,RB,Damien Harris,NE,RB,Allen Lazard,GB,WR,Brandon Aiyuk,SF,WR,CeeDee Lamb,DAL,WR,Jakobi Meyers,NE,WR,Keenan Allen,LAC,WR,Marquez Valdes-Scantling,GB,WR,Travis Kelce,KC,TE
bigscript,118.48,Aaron Rodgers,GB,QB,Chase Edmonds,ARI,RB,Clyde Edwards-Helaire,KC,RB,Darrel Williams,KC,RB,Jonathan Taylor,IND,RB,Sony Michel,LAR,RB,Allen Lazard,GB,WR,Cedrick Wilson,DAL,WR,Marquez Valdes-Scantling,GB,WR,Mecole Hardman,KC,WR,Van Jefferson,LAR,WR,Travis Kelce,KC,TE
sophiagrace (18),118.38,Carson Wentz,IND,QB,Kyler Murray,ARI,QB,Aaron Jones,GB,RB,Cam Akers,LAR,RB,Ezekiel Elliott,DAL,RB,Antonio Brown,TB,WR,CeeDee Lamb,DAL,WR,Cooper Kupp,LAR,WR,Cyril Grayson,TB,WR,Mike Williams,LAC,WR,Dalton Schultz,DAL,TE,Marcedes Lewis,GB,TE
koooob (67),118.28,Justin Herbert,LAC,QB,Austin Ekeler,LAC,RB,Darrel Williams,KC,RB,Tony Pollard,DAL,RB,Amari Cooper,DAL,WR,Byron Pringle,KC,WR,Cedrick Wilson,DAL,WR,CeeDee Lamb,DAL,WR,Keenan Allen,LAC,WR,Mike Williams,LAC,WR,Blake Jarwin,DAL,TE,Travis Kelce,KC,TE
HuseyinTheBrain,117.8,Justin Herbert,LAC,QB,Ryan Tannehill,TEN,QB,Austin Ekeler,LAC,RB,Derrick Henry,TEN,RB,Elijah Mitchell,SF,RB,A.J. Brown,TEN,WR,Cole Beasley,BUF,WR,Davante Adams,GB,WR,Deebo Samuel,SF,WR,Michael Gallup,DAL,WR,Mike Williams,LAC,WR,Hunter Henry,NE,TE
